counselling_type,year,round,institute,academic_program,quota,seat_type,gender,opening_rank_raw,closing_rank_raw,opening_rank,closing_rank,source_label,source_url
JOSAA,2026,1,"Indian Institute of Science, Bangalore","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),528,881,528,881,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,22P,22P,,,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,166,231,166,231,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),276,276,276,276,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1132,1960,1132,1960,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3527,4488,3527,4488,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,193,193,193,193,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,380,383,380,383,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,648,923,648,923,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2649,2797,2649,2797,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,439,477,439,477,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1257,1257,1257,1257,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Indian Institute of Science, Bangalore","Mechanics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,400,400,400,400,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,15304,17561,15304,17561,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),20844,20844,20844,20844,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3445,3445,3445,3445,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,9967,13939,9967,13939,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),17994,17994,17994,17994,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3332,3674,3332,3674,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5831,5831,5831,5831,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2591,2591,2591,2591,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,13124,13544,13124,13544,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),20396,20396,20396,20396,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,536,536,536,536,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1824,1860,1824,1860,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4198,4496,4198,4496,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),9212,9212,9212,9212,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1792,1792,1792,1792,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4406,4406,4406,4406,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Artificial Intelligence (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1137,1137,1137,1137,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,58132,62072,58132,62072,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),47336,61257,47336,61257,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,3247,3247,3247,3247,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10683,11366,10683,11366,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),12856,12856,12856,12856,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,47662,54108,47662,54108,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),54120,54120,54120,54120,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,9989,10908,9989,10908,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),12620,12620,12620,12620,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,16378,25418,16378,25418,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22294,35741,22294,35741,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),36765,40295,36765,40295,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5866,6214,5866,6214,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13130,14977,13130,14977,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),17358,19871,17358,19871,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,763,763,763,763,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5985,6634,5985,6634,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6419,6419,6419,6419,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1345,1685,1345,1685,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,41272,46158,41272,46158,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),33901,35387,33901,35387,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,3462,3462,3462,3462,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7829,8406,7829,8406,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),9151,9151,9151,9151,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,32325,38014,32325,38014,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),34138,36516,34138,36516,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8741,9625,8741,9625,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10485,11036,10485,11036,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,20655,23795,20655,23795,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,28574,34666,28574,34666,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),40381,40381,40381,40381,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),2569,2569,2569,2569,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5046,5100,5046,5100,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6026,6026,6026,6026,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10249,11271,10249,11271,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
