counselling_type,year,round,institute,academic_program,quota,seat_type,gender,opening_rank_raw,closing_rank_raw,opening_rank,closing_rank,source_label,source_url
JOSAA,2026,3,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,10830,11385,10830,11385,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,23261,27799,23261,27799,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1995,1995,1995,1995,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,12451,13885,12451,13885,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5189,7192,5189,7192,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,1012,1198,1012,1198,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,498,545,498,545,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,326,326,326,326,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,167,180,167,180,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,2122,11378,2122,11378,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,7238,7238,7238,7238,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,644,1585,644,1585,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,95078,101127,95078,101127,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,15256,15787,15256,15787,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,35328,36675,35328,36675,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,16006,16110,16006,16110,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,7805,8105,7805,8105,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,145284,238472,145284,238472,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,42956,43417,42956,43417,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Islamic University of Science and Technology Kashmir,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8507,11368,8507,11368,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,65377,66068,65377,66068,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,53318,60038,53318,60038,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,23309,31001,23309,31001,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,47508,48973,47508,48973,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,39308,47889,39308,47889,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,37529,45243,37529,45243,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,59982,61543,59982,61543,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,31685,35221,31685,35221,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Shri G. S. Institute of Technology and Science Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,45743,50984,45743,50984,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,11532,57564,11532,57564,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),35091,49549,35091,49549,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2195,2195,2195,2195,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8917,10302,8917,10302,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),9229,9229,9229,9229,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17993,23354,17993,23354,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),19801,21814,19801,21814,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1141,1141,1141,1141,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4450,10539,4450,10539,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),11125,11267,11125,11267,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1390,4498,1390,4498,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4799,4799,4799,4799,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,46924,86741,46924,86741,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),71465,83987,71465,83987,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,4227,4227,4227,4227,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,13849,14789,13849,14789,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,29497,34410,29497,34410,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),35118,36876,35118,36876,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1986,1986,1986,1986,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8325,16293,8325,16293,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),15359,15359,15359,15359,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4122,5181,4122,5181,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,77446,92992,77446,92992,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),71618,88270,71618,88270,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,14112,15324,14112,15324,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,32632,34951,32632,34951,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),36024,36823,36024,36823,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,15497,16890,15497,16890,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),15147,15147,15147,15147,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Digital Manufacturing and IoT (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4310,7833,4310,7833,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,31663,79577,31663,79577,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),60896,80770,60896,80770,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,13521,13561,13521,13561,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,25776,31610,25776,31610,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),27122,31469,27122,31469,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4992,14948,4992,14948,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),11126,11126,11126,11126,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5870,5890,5870,5890,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,48683,78046,48683,78046,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),50066,71280,50066,71280,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,4421,4421,4421,4421,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12035,13436,12035,13436,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),12960,12960,12960,12960,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,26297,30989,26297,30989,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),25093,28807,25093,28807,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4306,13703,4306,13703,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),11819,13775,11819,13775,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2210,6612,2210,6612,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),6157,6157,6157,6157,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,44967,78204,44967,78204,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),82152,93094,82152,93094,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3560,3560,3560,3560,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,14319,14756,14319,14756,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,26965,32233,26965,32233,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),33306,35266,33306,35266,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10272,15323,10272,15323,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),14604,14604,14604,14604,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4165,5053,4165,5053,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,46224,69809,46224,69809,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),49008,64409,49008,64409,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2437,2437,2437,2437,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,10646,12493,10646,12493,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,24944,29505,24944,29505,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
